"EMPRESA";"ENDERECO";"NUMERO";"BAIRRO";"CEP";"MUNICIPIO";"UF";"FAIXA_VALOR";"ENDERECO_COMPLETO";"lon";"lat"
"CELSO GRIESANG";"R OTAVIO PITALUGA";"692";"CENTRO";78700170;"RONDONOPOLIS";"MT";"Entre US$ 1 e US$ 5 milhões";"R OTAVIO PITALUGA, 692, CENTRO, RONDONOPOLIS, MT";-54,6211456;-16,4782199
"FERTIL SOLO COMERCIO IMPORTACAO E EXPORTACAO DE CEREAIS";"RUA APOLONIO EZIQUIEL DA SI";"375";"CAPELA DO PISSARRAO";78132400;"VARZEA GRANDE";"MT";"Entre US$ 1 e US$ 5 milhões";"RUA APOLONIO EZIQUIEL DA SI, 375, CAPELA DO PISSARRAO, VARZEA GRANDE, MT";-56,1327131;-15,646248
"FEX COMERCIAL EXPORTADORA E IMPORTADORA LTDA";"AVENIDA DOM WUNIBALDO";"1271";"CENTRO";78700010;"RONDONOPOLIS";"MT";"Entre US$ 1 e US$ 5 milhões";"AVENIDA DOM WUNIBALDO, 1271, CENTRO, RONDONOPOLIS, MT";-54,62658;-16,4703898
"LOUIS DREYFUS COMMODITIES BRASIL S.A.";"RODOVIA BR 364";"S/N";"PARECIS";78400000;"DIAMANTINO";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 364, S/N, PARECIS, DIAMANTINO, MT";-56,4370932;-14,4040989
"JBS S/A";"RODOVIA MT 240";"S/N";"ZONA RURAL";78635000;"AGUA BOA";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA MT 240, S/N, ZONA RURAL, AGUA BOA, MT";-52,1593834;-14,047489
"VANGUARDA DO BRASIL S.A.";"FAZENDA ROD. BR 163 KM 595";"S/N";"RURAL";78453000;"SANTA RITA DO TRIVELATO";"MT";"Entre US$ 1 e US$ 5 milhões";"FAZENDA ROD. BR 163 KM 595, S/N, RURAL, SANTA RITA DO TRIVELATO, MT";-55,2743359;-13,8158121
"CARGILL AGRICOLA S A";"RODOVIA BR 364, KM 13,5";"S/N";"ZONA RURAL";78780000;"ALTO ARAGUAIA";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 364, KM 13,5, S/N, ZONA RURAL, ALTO ARAGUAIA, MT";-53,2186041;-17,3157703
"SEARA-IND. E COMERCIO DE PRODUTOS AGRO-PECUARIOS LTDA";"RODOVIA MT 299";"S/N";"ZONA RURAL";78790000;"ITIQUIRA";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA MT 299, S/N, ZONA RURAL, ITIQUIRA, MT";-54,146888;-17,2058818
"IND COM E EXP DE MADEIRAS TUPINAMBA LTDA - EPP";"RODOVIA MT 206";"S/N";"SETOR INDUSTRIAL";78335000;"COLNIZA";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA MT 206, S/N, SETOR INDUSTRIAL, COLNIZA, MT";-59,2229749;-9,4636688
"INDUFOREST - INDUSTRIA, COMERCIO E EXPORTACAO DE MADEIR";"RODOVIA MT - 208,";"S/N";"ZONA RURAL";78580000;"ALTA FLORESTA";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA MT - 208,, S/N, ZONA RURAL, ALTA FLORESTA, MT";-56,0871877;-9,8671497
"FERTILIZANTES CENTRO OESTE LTDA";"AVENIDA OLACIR FRANCISCO DE";"1225";"SETOR INDUSTRIAL";78360000;"CAMPO NOVO DO PARECIS";"MT";"Entre US$ 1 e US$ 5 milhões";"AVENIDA OLACIR FRANCISCO DE, 1225, SETOR INDUSTRIAL, CAMPO NOVO DO PARECIS, MT";-57,8929903;-13,6592549
"LOUIS DREYFUS COMMODITIES BRASIL S.A.";"RUA DO COMERCIO";"2767";"PARQUE INDUSTRIAL";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 1 e US$ 5 milhões";"RUA DO COMERCIO, 2767, PARQUE INDUSTRIAL, PRIMAVERA DO LESTE, MT";-54,2995071;-15,564421
"ARTENORTE INDUSTRIA E COMERCIO DE MADEIRAS LTDA";"ESTRADA ROSALIA,  KM 06";"S/N";"ZONA RURAL";78550000;"SINOP";"MT";"Entre US$ 1 e US$ 5 milhões";"ESTRADA ROSALIA,  KM 06, S/N, ZONA RURAL, SINOP, MT";-55,5095451;-11,8608456
"CONACENTRO COOPERATIVA DOS PRODUTORES DO CENTRO OESTE";"AS MARGENS DO RIO VON STEIN";"S/N";"ZONA RURAL";78888000;"NOVA UBIRATA";"MT";"Entre US$ 1 e US$ 5 milhões";"AS MARGENS DO RIO VON STEIN, S/N, ZONA RURAL, NOVA UBIRATA, MT";-55,2540245;-13,0335494
"SILVANA MARIA VIZZOTO VARNIER";"R ANTONIO JOSE DA SILVA";"291-N";"CENTRO";78300000;"TANGARA DA SERRA";"MT";"Entre US$ 1 e US$ 5 milhões";"R ANTONIO JOSE DA SILVA, 291-N, CENTRO, TANGARA DA SERRA, MT";-57,4838418;-14,6144326
"CEAGRO AGRICOLA LTDA";"AVENIDA HISTORIADOR RUBENS";"2254";"BOSQUE DA SAUDE";78050000;"CUIABA";"MT";"Entre US$ 1 e US$ 5 milhões";"AVENIDA HISTORIADOR RUBENS, 2254, BOSQUE DA SAUDE, CUIABA, MT";-56,07723;-15,58197
"SUPERFRIGO INDUSTRIA E COMERCIO SA";"RODOVIA BR 364";"S/N";"ZONA RURAL";78700970;"RONDONOPOLIS";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 364, S/N, ZONA RURAL, RONDONOPOLIS, MT";-54,6387229;-16,4654757
"MANTIQUEIRA ALIMENTOS LTDA.";"RODOVIA MT 130";"S/N";"ZONA RURAL";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA MT 130, S/N, ZONA RURAL, PRIMAVERA DO LESTE, MT";-54,2950554;-15,5605187
"SIPAL INDUSTRIA E COMERCIO LTDA";"RODOVIA BR 364";"SN";"PARECIS";78430000;"NORTELANDIA";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 364, SN, PARECIS, NORTELANDIA, MT";-56,935522;-14,1565777
"C.VALE - COOPERATIVA AGROINDUSTRIAL";"AVENIDA IDEMAR RIEDI";"11040";"CENTRO";78890000;"SORRISO";"MT";"Entre US$ 1 e US$ 5 milhões";"AVENIDA IDEMAR RIEDI, 11040, CENTRO, SORRISO, MT";-55,711068;-12,547946
"O TELHAR AGROPECUARIA LTDA";"RODOVIA BR 364, KM 285";"S/N";"ZONA RURAL";78435000;"SAO JOSE DO RIO CLARO";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 364, KM 285, S/N, ZONA RURAL, SAO JOSE DO RIO CLARO, MT";-56,7223351;-13,4402389
"ACIDEMANDO DE MORAES CARVALHO";"R ALPES";"823";"JARDIM SAO PEDRO";78600000;"BARRA DO GARCAS";"MT";"Entre US$ 1 e US$ 5 milhões";"R ALPES, 823, JARDIM SAO PEDRO, BARRA DO GARCAS, MT";-52,2618826;-15,8916202
"SERRA DA BORDA MINERACAO E METALURGIA SA";"FAZENDA ERNESTO SOARES DE C";"S/N";"ZONA RURAL";78250000;"PONTES E LACERDA";"MT";"Entre US$ 1 e US$ 5 milhões";"FAZENDA ERNESTO SOARES DE C, S/N, ZONA RURAL, PONTES E LACERDA, MT";-59,328245;-15,2332271
"TARGET IMPORT EXPORT AGRIBUSINESS LTDA";"RODOVIA BR 070 KM 343";"S/N";"ZONA RURAL";78830000;"DOM AQUINO";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 070 KM 343, S/N, ZONA RURAL, DOM AQUINO, MT";-54,9227853;-15,8103345
"PRODUZIR AGROPECUARIA LTDA";"RODOVIA BR MT 140 KM 50";"S/N";"ZONA RURAL";78840000;"CAMPO VERDE";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR MT 140 KM 50, S/N, ZONA RURAL, CAMPO VERDE, MT";-55,1677572;-15,550791
"CAMILO MIGUEL ZANDONADE";"R BARAO DO RIO BRANCO";"598";"VILA AURORA I";78740021;"RONDONOPOLIS";"MT";"Entre US$ 1 e US$ 5 milhões";"R BARAO DO RIO BRANCO, 598, VILA AURORA I, RONDONOPOLIS, MT";-54,6468757;-16,4507209
"GIACOMET INDUSTRIA DE MADEIRAS LTDA";"RUA DOS IPES";"1.180";"SETOR DAS CHACARAS";78325000;"ARIPUANA";"MT";"Entre US$ 1 e US$ 5 milhões";"RUA DOS IPES, 1.180, SETOR DAS CHACARAS, ARIPUANA, MT";-60,63063;-9,179311
"M.G.M. AGROFLORESTAL, INDUSTRIAL E EXPORTADORA LTDA";"RODOVIA MT 206, KM 01";"S/N";"ZONA RURAL";78335000;"COLNIZA";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA MT 206, KM 01, S/N, ZONA RURAL, COLNIZA, MT";-59,2229749;-9,4636688
"LIBERO COMMODITIES BRASIL COMERCIO DE PRODUTOS AGRICOLA";"AVENIDA HISTORIADOR RUBENS";"1894";"JARDIM ACLIMACAO";78050000;"CUIABA";"MT";"Entre US$ 1 e US$ 5 milhões";"AVENIDA HISTORIADOR RUBENS, 1894, JARDIM ACLIMACAO, CUIABA, MT";-56,0800886;-15,5849511
"LOUIS DREYFUS COMMODITIES BRASIL S.A.";"RODOVIA BR 364";"S/N";"ZONA RURAL";78820000;"JACIARA";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 364, S/N, ZONA RURAL, JACIARA, MT";-54,9751847;-15,9559696
"AGROLOGICA AGROMERCANTIL LTDA";"RUA SAO PAULO";"1130";"DISTRITO INDUSTRIAL";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 1 e US$ 5 milhões";"RUA SAO PAULO, 1130, DISTRITO INDUSTRIAL, PRIMAVERA DO LESTE, MT";-54,330085;-15,5740044
"SIPAL INDUSTRIA E COMERCIO LTDA";"RODOVIA BR 364 KM 873";"S/N";"ZONA RURAL";78360000;"CAMPO NOVO DO PARECIS";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA BR 364 KM 873, S/N, ZONA RURAL, CAMPO NOVO DO PARECIS, MT";-57,8929903;-13,6592549
"FIAGRIL LTDA";"RODOVIA MT 449";"SN";"DISTRITO INDUSTRIAL";78455000;"LUCAS DO RIO VERDE";"MT";"Entre US$ 1 e US$ 5 milhões";"RODOVIA MT 449, SN, DISTRITO INDUSTRIAL, LUCAS DO RIO VERDE, MT";-55,9193214;-13,064847
"SIPAL INDUSTRIA E COMERCIO LTDA";"SENADOR ATILIO FONTANA";"1900";"CENTRO";78840000;"CAMPO VERDE";"MT";"Entre US$ 1 e US$ 5 milhões";"SENADOR ATILIO FONTANA, 1900, CENTRO, CAMPO VERDE, MT";-55,1575492;-15,5459495
"C.VALE - COOPERATIVA AGROINDUSTRIAL";"RUA JOAO PEDRO MOREIRA DE C";"1573";"SAO CRISTOVAO";78550970;"SINOP";"MT";"Entre US$ 1 e US$ 5 milhões";"RUA JOAO PEDRO MOREIRA DE C, 1573, SAO CRISTOVAO, SINOP, MT";-55,4979278;-11,8732319
